occurrencedate,offence,occurrencedayofweek,occurrencehour,MCI,Neighbourhood,Lat,Long,  
2017-01-01T05:00:00.000Z,B&E,Sunday    ,1,Break and Enter,Danforth East York (59),43.6875381,-79.3481064,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,1,Assault,Waterfront Communities-The Island (77),43.6453743,-79.3920593,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,1,Break and Enter,Danforth East York (59),43.6875381,-79.3481064,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,4,Assault,Brookhaven-Amesbury (30),43.6952248,-79.4876251,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,3,Assault,Downsview-Roding-CFB (26),43.7166977,-79.5276794,
2017-01-01T05:00:00.000Z,Assault Peace Officer,Sunday    ,8,Assault,Woodbine Corridor (64),43.6688919,-79.3176498,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,4,Assault,Stonegate-Queensway (16),43.6400986,-79.4902115,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,4,Assault,Stonegate-Queensway (16),43.6400986,-79.4902115,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,18,Assault,Moss Park (73),43.6515694,-79.3627396,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,19,Assault,Woburn (137),43.7797546,-79.2171402,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Waterfront Communities-The Island (77),43.6475716,-79.3884048,
2017-01-01T05:00:00.000Z,Robbery With Weapon,Sunday    ,21,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6672173,-79.4441757,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Junction Area (90),43.6654282,-79.465889,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Waterfront Communities-The Island (77),43.6453743,-79.3920593,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,15,Assault,University (79),43.6581116,-79.4020233,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,9,Assault,L'Amoreaux (117),43.7989998,-79.3059845,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,9,Assault,L'Amoreaux (117),43.7989998,-79.3059845,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Agincourt North (129),43.7983589,-79.2705688,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Church-Yonge Corridor (75),43.6590996,-79.3821182,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Church-Yonge Corridor (75),43.6590996,-79.3821182,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Bay Street Corridor (76),43.6476631,-79.3848038,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,1,Assault,Cliffcrest (123),43.7111244,-79.2481842,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,3,Assault,Waterfront Communities-The Island (77),43.6449547,-79.397644,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,3,Assault,Waterfront Communities-The Island (77),43.6449547,-79.397644,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Annex (95),43.6638374,-79.4172134,
2017-01-01T05:00:00.000Z,Robbery With Weapon,Sunday    ,1,Robbery,O'Connor-Parkview (54),43.7080879,-79.3007736,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Bay Street Corridor (76),43.6459885,-79.3791351,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Bay Street Corridor (76),43.6459885,-79.3791351,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Downsview-Roding-CFB (26),43.7255173,-79.5132065,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Malvern (132),43.8063774,-79.2138672,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,4,Break and Enter,Annex (95),43.6707535,-79.3930817,
2017-01-01T05:00:00.000Z,Robbery - Swarming,Sunday    ,3,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6617393,-79.426857,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,5,Assault,Regent Park (72),43.66045,-79.364769,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,19,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,19,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,19,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,14,Assault,Glenfield-Jane Heights (25),43.7524185,-79.5168991,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,18,Assault,Mimico (includes Humber Bay Shores) (17),43.6161232,-79.4953156,
2017-01-01T05:00:00.000Z,Robbery - Mugging,Sunday    ,2,Robbery,Danforth (66),43.6833687,-79.3236389,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,1,Assault,Malvern (132),43.8055801,-79.2209244,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,0,Assault,South Riverdale (70),43.6430931,-79.3506165,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Clairlea-Birchmount (120),43.7092819,-79.2961884,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Kensington-Chinatown (78),43.6523132,-79.4060211,
2017-01-01T05:00:00.000Z,Robbery With Weapon,Sunday    ,4,Robbery,Woburn (137),43.7817497,-79.2338943,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,2,Assault,Palmerston-Little Italy (80),43.654911,-79.4202728,
2017-01-01T05:00:00.000Z,Aggravated Assault,Sunday    ,4,Assault,Lambton Baby Point (114),43.6638908,-79.5034866,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,6,Assault,Little Portugal (84),43.6485901,-79.4332123,
2017-01-01T05:00:00.000Z,Robbery - Mugging,Sunday    ,5,Robbery,Taylor-Massey (61),43.6920013,-79.3021164,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,5,Assault,Bay Street Corridor (76),43.6498947,-79.380806,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,7,Assault,Bayview Village (52),43.7716484,-79.3641357,
2017-01-01T05:00:00.000Z,Robbery With Weapon,Sunday    ,0,Robbery,Willowdale East (51),43.7795563,-79.4062576,
2017-01-01T05:00:00.000Z,Aggravated Assault,Sunday    ,0,Assault,Willowdale East (51),43.7795563,-79.4062576,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,0,Assault,Waterfront Communities-The Island (77),43.6453743,-79.3920593,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,0,Assault,Waterfront Communities-The Island (77),43.6453743,-79.3920593,
2017-01-01T05:00:00.000Z,Assault Peace Officer,Sunday    ,2,Assault,Palmerston-Little Italy (80),43.654953,-79.4156036,
2017-01-01T05:00:00.000Z,Assault Peace Officer,Sunday    ,2,Assault,Palmerston-Little Italy (80),43.654953,-79.4156036,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,1,Assault,Waterfront Communities-The Island (77),43.6453743,-79.3920593,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Bay Street Corridor (76),43.6459846,-79.3827209,
2017-01-01T05:00:00.000Z,Discharge Firearm With Intent,Sunday    ,4,Assault,Humber Summit (21),43.7533379,-79.5427094,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,2,Assault,Waterfront Communities-The Island (77),43.6454735,-79.3950424,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,6,Break and Enter,Yorkdale-Glen Park (31),43.7182617,-79.4556808,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,18,Assault,Banbury-Don Mills (42),43.7293587,-79.3283997,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,20,Assault,Humbermede (22),43.7427292,-79.5403366,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,22,Break and Enter,Bay Street Corridor (76),43.6486511,-79.3802795,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Newtonbrook East (50),43.7946243,-79.4192123,
2017-01-01T05:00:00.000Z,Theft Over,Sunday    ,18,Theft Over,Islington-City Centre West (14),43.6472054,-79.5255127,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Rouge (131),43.8044472,-79.1641464,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Waterfront Communities-The Island (77),43.6439285,-79.4027023,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,6,Assault,Downsview-Roding-CFB (26),43.7327995,-79.4803925,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,6,Assault,Downsview-Roding-CFB (26),43.7327995,-79.4803925,
2017-01-01T05:00:00.000Z,Robbery - Mugging,Sunday    ,4,Robbery,Church-Yonge Corridor (75),43.6586685,-79.3819275,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,0,Assault,Bendale (127),43.7736168,-79.2611313,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,0,Assault,Bendale (127),43.7736168,-79.2611313,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Bendale (127),43.7736168,-79.2611313,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Church-Yonge Corridor (75),43.6621399,-79.3834229,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Church-Yonge Corridor (75),43.6621399,-79.3834229,
2017-01-01T05:00:00.000Z,Robbery - Mugging,Sunday    ,1,Robbery,Church-Yonge Corridor (75),43.6639061,-79.3841553,
2017-01-01T05:00:00.000Z,Robbery - Mugging,Sunday    ,1,Robbery,Church-Yonge Corridor (75),43.6639061,-79.3841553,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,2,Assault,Trinity-Bellwoods (81),43.6439819,-79.4200058,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,4,Assault,Greenwood-Coxwell (65),43.67799,-79.3309631,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,9,Assault,East End-Danforth (62),43.6781273,-79.301178,
2017-01-01T05:00:00.000Z,Robbery - Purse Snatch,Sunday    ,14,Robbery,North St.James Town (74),43.6712799,-79.3754196,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Bay Street Corridor (76),43.6498947,-79.380806,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,16,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6570549,-79.4489365,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Weston (113),43.7077866,-79.5336304,
2017-01-01T05:00:00.000Z,B&E W'Intent,Sunday    ,19,Break and Enter,Islington-City Centre West (14),43.6161079,-79.5569611,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,23,Assault,Stonegate-Queensway (16),43.6337204,-79.5068741,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Church-Yonge Corridor (75),43.6590996,-79.3821182,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,12,Break and Enter,Runnymede-Bloor West Village (89),43.6562004,-79.4850006,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Bay Street Corridor (76),43.6500893,-79.3862915,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,South Riverdale (70),43.6430931,-79.3506165,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,5,Assault,North St.James Town (74),43.6672974,-79.3737793,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,13,Break and Enter,Woburn (137),43.7807426,-79.2387695,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,5,Assault,North St.James Town (74),43.6672974,-79.3737793,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,1,Assault,Islington-City Centre West (14),43.6430397,-79.5308151,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,11,Assault,Kennedy Park (124),43.727829,-79.2641907,
2017-01-01T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Sunday    ,14,Assault,Roncesvalles (86),43.6401062,-79.4391098,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,17,Assault,Hillcrest Village (48),43.8115654,-79.3569565,
2017-01-01T05:00:00.000Z,Air Gun Or Pistol: Bodily Harm,Sunday    ,18,Assault,Newtonbrook East (50),43.7971611,-79.4198151,
2017-01-01T05:00:00.000Z,Pointing A Firearm,Sunday    ,18,Assault,Newtonbrook East (50),43.7971611,-79.4198151,
2017-01-01T05:00:00.000Z,Robbery - Mugging,Sunday    ,19,Robbery,West Humber-Clairville (1),43.7106895,-79.6113205,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,23,Break and Enter,Annex (95),43.668499,-79.4097824,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,2,Assault,O'Connor-Parkview (54),43.7022209,-79.297287,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,West Humber-Clairville (1),43.6881332,-79.5859833,
2017-01-01T05:00:00.000Z,Discharge Firearm With Intent,Sunday    ,2,Assault,Waterfront Communities-The Island (77),43.6457634,-79.3936386,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,6,Assault,York University Heights (27),43.7677574,-79.4980469,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,6,Assault,York University Heights (27),43.7677574,-79.4980469,
2017-01-01T05:00:00.000Z,Unlawfully In Dwelling-House,Sunday    ,6,Break and Enter,York University Heights (27),43.7677574,-79.4980469,
2017-01-01T05:00:00.000Z,Theft From Motor Vehicle Over,Sunday    ,4,Theft Over,Milliken (130),43.8190308,-79.3022156,
2017-01-01T05:00:00.000Z,Assault Bodily Harm,Sunday    ,12,Assault,Bay Street Corridor (76),43.65028,-79.3824005,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,18,Assault,Rockcliffe-Smythe (111),43.6806755,-79.4848328,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Eglinton East (138),43.7350769,-79.2556076,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,3,Assault,Eglinton East (138),43.7350769,-79.2556076,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,19,Assault,Niagara (82),43.6401787,-79.4212875,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,0,Assault,Little Portugal (84),43.6514587,-79.4343262,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,23,Assault,St.Andrew-Windfields (40),43.7607498,-79.373764,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Englemount-Lawrence (32),43.7201309,-79.4410248,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Englemount-Lawrence (32),43.7201309,-79.4410248,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Englemount-Lawrence (32),43.7201309,-79.4410248,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Parkwoods-Donalda (45),43.7619171,-79.3285675,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,18,Break and Enter,Forest Hill North (102),43.699234,-79.4338226,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,12,Assault,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117,
2017-01-01T05:00:00.000Z,B&E,Sunday    ,0,Break and Enter,St.Andrew-Windfields (40),43.7475739,-79.3863983,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,0,Assault,Church-Yonge Corridor (75),43.6565018,-79.3771439,
2017-01-01T05:00:00.000Z,Robbery - Business,Sunday    ,0,Robbery,Church-Yonge Corridor (75),43.6565018,-79.3771439,
2017-01-01T05:00:00.000Z,Theft Over,Sunday    ,0,Theft Over,Keelesdale-Eglinton West (110),43.6882858,-79.4705887,
2017-01-01T05:00:00.000Z,Theft Over,Sunday    ,18,Theft Over,Downsview-Roding-CFB (26),43.7251129,-79.4816971,
2017-01-01T05:00:00.000Z,Theft Over,Sunday    ,0,Theft Over,York University Heights (27),43.774353,-79.4998016,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,12,Assault,Humber Summit (21),43.7508202,-79.5634155,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,12,Assault,Humber Summit (21),43.7508202,-79.5634155,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,12,Assault,Humber Summit (21),43.7508202,-79.5634155,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Waterfront Communities-The Island (77),43.6471596,-79.3691864,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,L'Amoreaux (117),43.8025932,-79.3219986,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Morningside (135),43.7760468,-79.2086411,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,17,Assault,Thorncliffe Park (55),43.7074776,-79.3436279,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Moss Park (73),43.6545258,-79.3694611,
2017-01-01T05:00:00.000Z,Assault With Weapon,Sunday    ,16,Assault,Agincourt North (129),43.8082924,-79.2875366,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,16,Assault,Agincourt North (129),43.8082924,-79.2875366,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Waterfront Communities-The Island (77),43.638855,-79.3865738,
2017-01-01T05:00:00.000Z,Assault,Sunday    ,0,Assault,Rouge (131),43.8002243,-79.1507645,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,10,Auto Theft,Agincourt South-Malvern West (128),43.7832909,-79.2882614,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,12,Auto Theft,Black Creek (24),43.7559319,-79.5242844,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,9,Auto Theft,Humbermede (22),43.7342606,-79.5357895,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,0,Auto Theft,West Humber-Clairville (1),43.7436447,-79.6039124,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,20,Auto Theft,Clanton Park (33),43.74189,-79.4468918,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,19,Auto Theft,Roncesvalles (86),43.6403351,-79.4379196,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,12,Auto Theft,York University Heights (27),43.7777214,-79.4946518,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,0,Auto Theft,Wychwood (94),43.6707153,-79.4331741,
2017-01-01T05:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,18,Auto Theft,Bathurst Manor (34),43.7591553,-79.4579086,
2017-01-02T05:00:00.000Z,Theft Over,Monday    ,0,Theft Over,Thorncliffe Park (55),43.7089043,-79.3417816,
2017-01-02T05:00:00.000Z,B&E,Monday    ,14,Break and Enter,Mimico (includes Humber Bay Shores) (17),43.6069756,-79.4905243,
2017-01-02T05:00:00.000Z,B&E,Monday    ,20,Break and Enter,Bay Street Corridor (76),43.6500893,-79.3862915,
2017-01-02T05:00:00.000Z,Theft Over,Monday    ,20,Theft Over,Bay Street Corridor (76),43.6500893,-79.3862915,
2017-01-02T05:00:00.000Z,Theft Over,Monday    ,10,Theft Over,Alderwood (20),43.6032104,-79.5385361,
2017-01-02T05:00:00.000Z,B&E,Monday    ,4,Break and Enter,Oakridge (121),43.6990395,-79.2782669,
2017-01-02T05:00:00.000Z,Assault,Monday    ,17,Assault,New Toronto (18),43.5962372,-79.521347,
2017-01-02T05:00:00.000Z,Assault,Monday    ,17,Assault,New Toronto (18),43.5962372,-79.521347,
2017-01-02T05:00:00.000Z,Assault,Monday    ,23,Assault,Waterfront Communities-The Island (77),43.6439285,-79.4027023,
2017-01-02T05:00:00.000Z,B&E,Monday    ,5,Break and Enter,Rosedale-Moore Park (98),43.6728745,-79.3878632,
2017-01-02T05:00:00.000Z,Theft From Motor Vehicle Over,Monday    ,12,Theft Over,Oakridge (121),43.6912346,-79.2883606,
2017-01-02T05:00:00.000Z,Assault,Monday    ,15,Assault,Dufferin Grove (83),43.6556053,-79.4430313,
2017-01-02T05:00:00.000Z,Assault,Monday    ,1,Assault,Woburn (137),43.78088,-79.2445526,
2017-01-02T05:00:00.000Z,Assault,Monday    ,1,Assault,Woburn (137),43.78088,-79.2445526,
2017-01-02T05:00:00.000Z,Assault,Monday    ,14,Assault,Woodbine-Lumsden (60),43.6947327,-79.3146744,
2017-01-02T05:00:00.000Z,B&E W'Intent,Monday    ,22,Break and Enter,Bathurst Manor (34),43.7643509,-79.4614334,
2017-01-02T05:00:00.000Z,Assault,Monday    ,12,Assault,Bathurst Manor (34),43.7634926,-79.4496689,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,2,Assault,Wexford/Maryvale (119),43.7541275,-79.2995987,
2017-01-02T05:00:00.000Z,Robbery - Home Invasion,Monday    ,2,Robbery,Wexford/Maryvale (119),43.7541275,-79.2995987,
2017-01-02T05:00:00.000Z,B&E,Monday    ,2,Break and Enter,Wexford/Maryvale (119),43.7541275,-79.2995987,
2017-01-02T05:00:00.000Z,B&E,Monday    ,6,Break and Enter,Moss Park (73),43.6553421,-79.3657532,
2017-01-02T05:00:00.000Z,Assault,Monday    ,10,Assault,Niagara (82),43.6414375,-79.4150162,
2017-01-02T05:00:00.000Z,B&E,Monday    ,9,Break and Enter,West Humber-Clairville (1),43.7212639,-79.6157455,
2017-01-02T05:00:00.000Z,Assault,Monday    ,15,Assault,O'Connor-Parkview (54),43.7022209,-79.297287,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,20,Assault,Bendale (127),43.771946,-79.2619095,
2017-01-02T05:00:00.000Z,Robbery - Business,Monday    ,18,Robbery,Willowdale East (51),43.7634354,-79.4023056,
2017-01-02T05:00:00.000Z,Robbery With Weapon,Monday    ,22,Robbery,South Riverdale (70),43.6613426,-79.3527451,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,22,Assault,Malvern (132),43.7972794,-79.2148972,
2017-01-02T05:00:00.000Z,Assault,Monday    ,22,Assault,Malvern (132),43.7972794,-79.2148972,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,0,Assault,Keelesdale-Eglinton West (110),43.6832199,-79.4682159,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,0,Assault,Church-Yonge Corridor (75),43.6630249,-79.3837891,
2017-01-02T05:00:00.000Z,Assault,Monday    ,4,Assault,North St.James Town (74),43.6691475,-79.3781204,
2017-01-02T05:00:00.000Z,Assault,Monday    ,11,Assault,Glenfield-Jane Heights (25),43.7393913,-79.5132217,
2017-01-02T05:00:00.000Z,Assault,Monday    ,22,Assault,Don Valley Village (47),43.7845306,-79.3649063,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,1,Assault,Woodbine Corridor (64),43.680378,-79.3119049,
2017-01-02T05:00:00.000Z,Assault,Monday    ,1,Assault,Woodbine Corridor (64),43.680378,-79.3119049,
2017-01-02T05:00:00.000Z,Assault Peace Officer,Monday    ,1,Assault,Woodbine Corridor (64),43.680378,-79.3119049,
2017-01-02T05:00:00.000Z,Assault,Monday    ,3,Assault,Waterfront Communities-The Island (77),43.6497345,-79.3689194,
2017-01-02T05:00:00.000Z,Assault,Monday    ,9,Assault,Oakwood Village (107),43.688343,-79.4448395,
2017-01-02T05:00:00.000Z,B&E,Monday    ,3,Break and Enter,Broadview North (57),43.6902771,-79.3551636,
2017-01-02T05:00:00.000Z,Assault,Monday    ,9,Assault,West Hill (136),43.7590256,-79.2007065,
2017-01-02T05:00:00.000Z,Set/Place Trap/Intend Death/Bh,Monday    ,17,Assault,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,17,Assault,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,17,Assault,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,17,Assault,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,Assault,Monday    ,2,Assault,Bathurst Manor (34),43.768856,-79.4669266,
2017-01-02T05:00:00.000Z,Assault,Monday    ,2,Assault,Bathurst Manor (34),43.768856,-79.4669266,
2017-01-02T05:00:00.000Z,Assault,Monday    ,16,Assault,Waterfront Communities-The Island (77),43.6491318,-79.3907928,
2017-01-02T05:00:00.000Z,Robbery With Weapon,Monday    ,21,Robbery,Downsview-Roding-CFB (26),43.7323074,-79.4986267,
2017-01-02T05:00:00.000Z,Discharge Firearm With Intent,Monday    ,20,Assault,Mount Olive-Silverstone-Jamestown (2),43.7468147,-79.5838089,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,17,Assault,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,17,Assault,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,Assault,Monday    ,19,Assault,Mount Pleasant West (104),43.7043533,-79.39785,
2017-01-02T05:00:00.000Z,Assault,Monday    ,19,Assault,Mount Pleasant West (104),43.7043533,-79.39785,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,0,Assault,Rexdale-Kipling (4),43.7241898,-79.5690918,
2017-01-02T05:00:00.000Z,Assault,Monday    ,0,Assault,Rexdale-Kipling (4),43.7241898,-79.5690918,
2017-01-02T05:00:00.000Z,Assault,Monday    ,14,Assault,Rustic (28),43.7038841,-79.5029144,
2017-01-02T05:00:00.000Z,B&E,Monday    ,16,Break and Enter,Annex (95),43.66922,-79.4036102,
2017-01-02T05:00:00.000Z,Robbery With Weapon,Monday    ,20,Robbery,Downsview-Roding-CFB (26),43.7223663,-79.5089798,
2017-01-02T05:00:00.000Z,B&E,Monday    ,12,Break and Enter,West Hill (136),43.7684097,-79.1862259,
2017-01-02T05:00:00.000Z,B&E,Monday    ,16,Break and Enter,Annex (95),43.6659164,-79.4074707,
2017-01-02T05:00:00.000Z,Assault With Weapon,Monday    ,16,Assault,Annex (95),43.6659164,-79.4074707,
2017-01-02T05:00:00.000Z,Assault Bodily Harm,Monday    ,16,Assault,Annex (95),43.6659164,-79.4074707,
2017-01-02T05:00:00.000Z,Assault,Monday    ,10,Assault,Tam O'Shanter-Sullivan (118),43.7763023,-79.303154,
2017-01-02T05:00:00.000Z,Theft Of Motor Vehicle,Monday    ,17,Auto Theft,Keelesdale-Eglinton West (110),43.6831665,-79.4763947,
2017-01-02T05:00:00.000Z,Theft Of Motor Vehicle,Monday    ,10,Auto Theft,Church-Yonge Corridor (75),43.6565018,-79.3771439,
2017-01-02T05:00:00.000Z,Theft Of Motor Vehicle,Monday    ,22,Auto Theft,Markland Wood (12),43.6365585,-79.5738449,
2017-01-02T05:00:00.000Z,Theft Of Motor Vehicle,Monday    ,8,Auto Theft,Bay Street Corridor (76),43.6580772,-79.3847122,
2017-01-02T05:00:00.000Z,Theft Of Motor Vehicle,Monday    ,20,Auto Theft,Yorkdale-Glen Park (31),43.7054253,-79.4675674,
2017-01-02T05:00:00.000Z,Theft Of Motor Vehicle,Monday    ,20,Auto Theft,Yorkdale-Glen Park (31),43.7054253,-79.4675674,
2017-01-03T05:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,Bayview Woods-Steeles (49),43.8032722,-79.3962326,
2017-01-03T05:00:00.000Z,Theft Over,Tuesday   ,12,Theft Over,Little Portugal (84),43.6496277,-79.4309082,
2017-01-03T05:00:00.000Z,B&E,Tuesday   ,10,Break and Enter,Bridle Path-Sunnybrook-York Mills (41),43.7447624,-79.3852844,
2017-01-03T05:00:00.000Z,B&E,Tuesday   ,14,Break and Enter,Waterfront Communities-The Island (77),43.6426544,-79.4021912,
