occurrencedate,offence,occurrencedayofweek,occurrencehour,MCI,Neighbourhood,Lat,Long,  
2017-02-14T05:00:00.000Z,Robbery - Other,Tuesday   ,22,Robbery,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,21,Assault,Bathurst Manor (34),43.783844,-79.4701462,
2017-02-14T05:00:00.000Z,Theft Over,Tuesday   ,12,Theft Over,Bendale (127),43.7736168,-79.2611313,
2017-02-14T05:00:00.000Z,B&E W'Intent,Tuesday   ,19,Break and Enter,Bathurst Manor (34),43.7649231,-79.4518585,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,9,Assault,Bendale (127),43.7578659,-79.2625122,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,22,Assault,Scarborough Village (139),43.7431831,-79.2189102,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,10,Assault,Danforth East York (59),43.6894226,-79.3409882,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,Newtonbrook East (50),43.7886658,-79.4099197,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,Newtonbrook East (50),43.7886658,-79.4099197,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,13,Break and Enter,Clairlea-Birchmount (120),43.7208061,-79.3010254,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,0,Assault,Newtonbrook West (36),43.7807274,-79.4200287,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,0,Assault,Yorkdale-Glen Park (31),43.7089996,-79.4438095,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,2,Assault,Mount Pleasant West (104),43.7082138,-79.3986816,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,7,Assault,Cabbagetown-South St.James Town (71),43.6629181,-79.3743515,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,10,Assault,Playter Estates-Danforth (67),43.6756897,-79.3614883,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,5,Break and Enter,Forest Hill South (101),43.686306,-79.4143906,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,13,Assault,Mount Olive-Silverstone-Jamestown (2),43.7563324,-79.5944443,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,14,Assault,Broadview North (57),43.6895103,-79.3536606,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,19,Assault,Wexford/Maryvale (119),43.7388,-79.3084641,
2017-02-14T05:00:00.000Z,Robbery - Swarming,Tuesday   ,19,Robbery,Bendale (127),43.7722015,-79.2561951,
2017-02-14T05:00:00.000Z,Robbery - Swarming,Tuesday   ,19,Robbery,Bendale (127),43.7722015,-79.2561951,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,6,Break and Enter,Bathurst Manor (34),43.76474,-79.4526749,
2017-02-14T05:00:00.000Z,B&E W'Intent,Tuesday   ,19,Break and Enter,Bathurst Manor (34),43.7551956,-79.4462585,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,Agincourt South-Malvern West (128),43.7875824,-79.2683105,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,20,Assault,Clairlea-Birchmount (120),43.7233849,-79.3021011,
2017-02-14T05:00:00.000Z,B&E W'Intent,Tuesday   ,16,Break and Enter,Mount Olive-Silverstone-Jamestown (2),43.7340126,-79.5903702,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,20,Break and Enter,Agincourt South-Malvern West (128),43.7875824,-79.2683105,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,1,Assault,Bay Street Corridor (76),43.6496162,-79.3821335,
2017-02-14T05:00:00.000Z,Robbery - Mugging,Tuesday   ,3,Robbery,Eglinton East (138),43.7387962,-79.2605667,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,12,Assault,Milliken (130),43.8168831,-79.284317,
2017-02-14T05:00:00.000Z,Robbery - Mugging,Tuesday   ,16,Robbery,Runnymede-Bloor West Village (89),43.6501579,-79.4848251,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,21,Assault,Church-Yonge Corridor (75),43.6637001,-79.3801117,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,19,Assault,West Hill (136),43.7654495,-79.1994705,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,20,Assault,Church-Yonge Corridor (75),43.6574173,-79.3813705,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,Waterfront Communities-The Island (77),43.6473236,-79.3928604,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,23,Break and Enter,Glenfield-Jane Heights (25),43.7548561,-79.5170746,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,20,Assault,Cabbagetown-South St.James Town (71),43.6635132,-79.371521,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,Bendale (127),43.7539368,-79.2659073,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,23,Assault,Cabbagetown-South St.James Town (71),43.6636009,-79.3772125,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,10,Break and Enter,Downsview-Roding-CFB (26),43.7333527,-79.4824219,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,8,Assault,Englemount-Lawrence (32),43.7201309,-79.4410248,
2017-02-14T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Tuesday   ,21,Assault,Church-Yonge Corridor (75),43.6618767,-79.3793716,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,1,Assault,Mount Pleasant West (104),43.7082138,-79.3986816,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,1,Break and Enter,Clairlea-Birchmount (120),43.7161827,-79.2827682,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,5,Break and Enter,Trinity-Bellwoods (81),43.6460915,-79.4195251,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,20,Assault,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,12,Break and Enter,Downsview-Roding-CFB (26),43.7279892,-79.5036163,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,12,Assault,North St.James Town (74),43.6672974,-79.3737793,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,12,Assault,North St.James Town (74),43.6672974,-79.3737793,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,21,Assault,Dorset Park (126),43.745182,-79.2765579,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,2,Assault,Woodbine Corridor (64),43.6728706,-79.3090897,
2017-02-14T05:00:00.000Z,Assault Peace Officer,Tuesday   ,2,Assault,Church-Yonge Corridor (75),43.6621399,-79.3834229,
2017-02-14T05:00:00.000Z,Assault Peace Officer,Tuesday   ,2,Assault,Church-Yonge Corridor (75),43.6621399,-79.3834229,
2017-02-14T05:00:00.000Z,Assault With Weapon,Tuesday   ,0,Assault,Black Creek (24),43.7619209,-79.5188217,
2017-02-14T05:00:00.000Z,Robbery With Weapon,Tuesday   ,0,Robbery,Black Creek (24),43.7619209,-79.5188217,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,9,Assault,Mount Pleasant West (104),43.6993332,-79.3968582,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,0,Assault,Cabbagetown-South St.James Town (71),43.6702614,-79.3704071,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,3,Break and Enter,Milliken (130),43.8045349,-79.2955627,
2017-02-14T05:00:00.000Z,Assault,Tuesday   ,12,Assault,Oakridge (121),43.6953812,-79.2835312,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,8,Break and Enter,Kennedy Park (124),43.7162323,-79.2626724,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,3,Break and Enter,Milliken (130),43.8045349,-79.2955627,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,16,Break and Enter,Agincourt South-Malvern West (128),43.7917442,-79.2489777,
2017-02-14T05:00:00.000Z,B&E,Tuesday   ,10,Break and Enter,Westminster-Branson (35),43.7795982,-79.4524231,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,19,Auto Theft,Mimico (includes Humber Bay Shores) (17),43.6204109,-79.4848404,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,19,Auto Theft,Mimico (includes Humber Bay Shores) (17),43.6204109,-79.4848404,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,23,Auto Theft,Highland Creek (134),43.785347,-79.1933441,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,23,Auto Theft,Highland Creek (134),43.785347,-79.1933441,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,6,Auto Theft,Humber Summit (21),43.7561264,-79.5640717,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,18,Auto Theft,Downsview-Roding-CFB (26),43.7257996,-79.5012741,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,21,Auto Theft,Bedford Park-Nortown (39),43.7290955,-79.4275742,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,18,Auto Theft,Bendale (127),43.7539368,-79.2659073,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,22,Auto Theft,Lansing-Westgate (38),43.7432671,-79.4311676,
2017-02-14T05:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,18,Auto Theft,Highland Creek (134),43.7938499,-79.1577835,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,3,Assault,Niagara (82),43.6384964,-79.4195709,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,6,Assault,Woburn (137),43.777092,-79.2236328,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,9,Assault,Newtonbrook East (50),43.7870712,-79.4173508,
2017-02-15T05:00:00.000Z,B&E W'Intent,Wednesday ,0,Break and Enter,Waterfront Communities-The Island (77),43.648201,-79.3886795,
2017-02-15T05:00:00.000Z,Robbery - Other,Wednesday ,13,Robbery,Woodbine Corridor (64),43.6688919,-79.3176498,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,12,Assault,Black Creek (24),43.7733154,-79.5317764,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,15,Assault,Highland Creek (134),43.7943878,-79.1858749,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,15,Assault,Highland Creek (134),43.7943878,-79.1858749,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,15,Assault,Highland Creek (134),43.7943878,-79.1858749,
2017-02-15T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Wednesday ,15,Assault,Highland Creek (134),43.7943878,-79.1858749,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,13,Assault,Rouge (131),43.812973,-79.2430801,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,17,Assault,West Hill (136),43.7630692,-79.1937714,
2017-02-15T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Wednesday ,21,Assault,Willowridge-Martingrove-Richview (7),43.6833382,-79.5671616,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,0,Assault,Kensington-Chinatown (78),43.6506729,-79.3875122,
2017-02-15T05:00:00.000Z,Robbery - Vehicle Jacking,Wednesday ,1,Robbery,Downsview-Roding-CFB (26),43.7189064,-79.5261154,
2017-02-15T05:00:00.000Z,Administering Noxious Thing,Wednesday ,19,Assault,Niagara (82),43.6326866,-79.4249268,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,19,Assault,Yorkdale-Glen Park (31),43.7046547,-79.464798,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,4,Assault,West Humber-Clairville (1),43.728447,-79.5920944,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,1,Break and Enter,Clairlea-Birchmount (120),43.7148476,-79.2608719,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,14,Assault,Morningside (135),43.7826042,-79.2049789,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,18,Assault,Rouge (131),43.788826,-79.1265869,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,16,Assault,Downsview-Roding-CFB (26),43.7226143,-79.5209656,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,0,Break and Enter,Danforth (66),43.6825905,-79.3271713,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,16,Assault,Black Creek (24),43.7590179,-79.5177765,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,16,Assault,Black Creek (24),43.7590179,-79.5177765,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,15,Assault,Niagara (82),43.6340752,-79.4118652,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,22,Assault,Church-Yonge Corridor (75),43.6621399,-79.3834229,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,20,Break and Enter,Lansing-Westgate (38),43.7514954,-79.4375229,
2017-02-15T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Wednesday ,17,Assault,Oakridge (121),43.6912346,-79.2883606,
2017-02-15T05:00:00.000Z,Robbery With Weapon,Wednesday ,15,Robbery,Mount Dennis (115),43.6892815,-79.5003815,
2017-02-15T05:00:00.000Z,Discharge Firearm - Recklessly,Wednesday ,17,Assault,Glenfield-Jane Heights (25),43.7514763,-79.5128098,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,16,Assault,Glenfield-Jane Heights (25),43.7518196,-79.5168915,
2017-02-15T05:00:00.000Z,Robbery - Atm,Wednesday ,20,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6657486,-79.4512482,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,4,Break and Enter,Greenwood-Coxwell (65),43.6709251,-79.3280182,
2017-02-15T05:00:00.000Z,Aggravated Assault,Wednesday ,15,Assault,Old East York (58),43.6927681,-79.3423462,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,12,Break and Enter,York University Heights (27),43.7572327,-79.4916916,
2017-02-15T05:00:00.000Z,B&E W'Intent,Wednesday ,12,Break and Enter,York University Heights (27),43.7572327,-79.4916916,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,9,Assault,Maple Leaf (29),43.7063751,-79.4876709,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,9,Assault,Woodbine Corridor (64),43.6701813,-79.3132401,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,14,Assault,Church-Yonge Corridor (75),43.6639061,-79.3841553,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,2,Break and Enter,Islington-City Centre West (14),43.6177444,-79.5408707,
2017-02-15T05:00:00.000Z,Assault Peace Officer,Wednesday ,21,Assault,Woburn (137),43.7618561,-79.2158356,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,20,Assault,Glenfield-Jane Heights (25),43.7565994,-79.5120697,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,21,Assault,Weston-Pellam Park (91),43.6687431,-79.4580154,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,21,Assault,Weston-Pellam Park (91),43.6687431,-79.4580154,
2017-02-15T05:00:00.000Z,Robbery - Delivery Person,Wednesday ,20,Robbery,Englemount-Lawrence (32),43.7078781,-79.4313278,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,23,Assault,Annex (95),43.670311,-79.405304,
2017-02-15T05:00:00.000Z,Robbery - Business,Wednesday ,20,Robbery,Lawrence Park South (103),43.7033577,-79.4143906,
2017-02-15T05:00:00.000Z,Assault Bodily Harm,Wednesday ,1,Assault,Kensington-Chinatown (78),43.6485405,-79.3974152,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,6,Break and Enter,West Hill (136),43.7667847,-79.1582565,
2017-02-15T05:00:00.000Z,Theft Over,Wednesday ,16,Theft Over,West Humber-Clairville (1),43.7181282,-79.5990524,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,15,Break and Enter,Ionview (125),43.7314377,-79.2712097,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,1,Break and Enter,Clairlea-Birchmount (120),43.7148476,-79.2608719,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,12,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6641731,-79.4493027,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,10,Assault,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,
2017-02-15T05:00:00.000Z,Assault Peace Officer,Wednesday ,2,Assault,Centennial Scarborough (133),43.7849083,-79.1496658,
2017-02-15T05:00:00.000Z,Assault Peace Officer,Wednesday ,2,Assault,Centennial Scarborough (133),43.7849083,-79.1496658,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,12,Assault,Downsview-Roding-CFB (26),43.7198334,-79.5138016,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,0,Assault,Waterfront Communities-The Island (77),43.6423912,-79.3840103,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,17,Assault,Waterfront Communities-The Island (77),43.6376534,-79.3918915,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,19,Assault,Malvern (132),43.7938728,-79.2387543,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,14,Assault,Beechborough-Greenbrook (112),43.6896706,-79.4771805,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,12,Break and Enter,Downsview-Roding-CFB (26),43.7200508,-79.5039749,
2017-02-15T05:00:00.000Z,Assault - Force/Thrt/Impede,Wednesday ,14,Assault,Flemingdon Park (44),43.7099991,-79.3343964,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,18,Break and Enter,Alderwood (20),43.600853,-79.5448608,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,15,Assault,Palmerston-Little Italy (80),43.6605263,-79.4146652,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,21,Break and Enter,Islington-City Centre West (14),43.6365433,-79.5222092,
2017-02-15T05:00:00.000Z,B&E W'Intent,Wednesday ,15,Break and Enter,East End-Danforth (62),43.6802864,-79.2899475,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,17,Assault,Scarborough Village (139),43.742836,-79.2205582,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,12,Break and Enter,Bathurst Manor (34),43.7649231,-79.4518585,
2017-02-15T05:00:00.000Z,Assault With Weapon,Wednesday ,22,Assault,Milliken (130),43.8358841,-79.2543335,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,15,Assault,Steeles (116),43.8113213,-79.3202057,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,23,Break and Enter,Rosedale-Moore Park (98),43.6702271,-79.3867874,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,1,Break and Enter,Annex (95),43.6751671,-79.3938446,
2017-02-15T05:00:00.000Z,B&E,Wednesday ,13,Break and Enter,Bayview Village (52),43.7699051,-79.3836746,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,9,Assault,High Park North (88),43.6563225,-79.4524536,
2017-02-15T05:00:00.000Z,Assault,Wednesday ,12,Assault,Kensington-Chinatown (78),43.6522751,-79.4011459,
2017-02-15T05:00:00.000Z,Theft Of Motor Vehicle,Wednesday ,4,Auto Theft,Bedford Park-Nortown (39),43.7321205,-79.4287338,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,12,Break and Enter,Regent Park (72),43.6600037,-79.3564835,
2017-02-16T05:00:00.000Z,Theft From Mail / Bag / Key,Thursday  ,6,Theft Over,Palmerston-Little Italy (80),43.6564445,-79.4262161,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,9,Assault,New Toronto (18),43.6012611,-79.5030289,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,11,Assault,Church-Yonge Corridor (75),43.6579094,-79.3815842,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,8,Break and Enter,Kingsview Village-The Westway (6),43.6896057,-79.5476074,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,15,Break and Enter,Rouge (131),43.8065681,-79.1758347,
2017-02-16T05:00:00.000Z,B&E W'Intent,Thursday  ,15,Break and Enter,Rouge (131),43.8065681,-79.1758347,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,20,Assault,Kingsview Village-The Westway (6),43.694252,-79.5586472,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,18,Assault,Edenbridge-Humber Valley (9),43.6823158,-79.5188446,
2017-02-16T05:00:00.000Z,Unlawfully In Dwelling-House,Thursday  ,18,Break and Enter,Edenbridge-Humber Valley (9),43.6823158,-79.5188446,
2017-02-16T05:00:00.000Z,Robbery - Swarming,Thursday  ,1,Robbery,Roncesvalles (86),43.6410294,-79.4345169,
2017-02-16T05:00:00.000Z,Robbery - Other,Thursday  ,1,Robbery,Roncesvalles (86),43.6410294,-79.4345169,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,12,Assault,Beechborough-Greenbrook (112),43.6899223,-79.4760971,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,7,Assault,Trinity-Bellwoods (81),43.644207,-79.4188614,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,18,Break and Enter,Islington-City Centre West (14),43.631485,-79.5310669,
2017-02-16T05:00:00.000Z,Robbery - Mugging,Thursday  ,11,Robbery,Woburn (137),43.7581863,-79.233078,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,19,Break and Enter,Lawrence Park North (105),43.7299347,-79.4034653,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,9,Assault,Waterfront Communities-The Island (77),43.6423912,-79.3840103,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,10,Assault,Willowdale East (51),43.7785378,-79.4058228,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,10,Assault,Willowdale East (51),43.7785378,-79.4058228,
2017-02-16T05:00:00.000Z,Theft Over,Thursday  ,22,Theft Over,Roncesvalles (86),43.6526108,-79.4470291,
2017-02-16T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Thursday  ,17,Assault,Bay Street Corridor (76),43.6557198,-79.3837662,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,22,Assault,Rouge (131),43.8342438,-79.2301865,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,22,Assault,Willowdale West (37),43.7685242,-79.4163208,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,15,Assault,Parkwoods-Donalda (45),43.7553139,-79.33461,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,16,Assault,Birchcliffe-Cliffside (122),43.699131,-79.2543335,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,16,Assault,Birchcliffe-Cliffside (122),43.699131,-79.2543335,
2017-02-16T05:00:00.000Z,Robbery - Mugging,Thursday  ,15,Robbery,Roncesvalles (86),43.640995,-79.4427872,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,16,Assault,Bay Street Corridor (76),43.6517639,-79.3824234,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,17,Assault,Mount Olive-Silverstone-Jamestown (2),43.7431145,-79.592865,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,17,Assault,Mount Olive-Silverstone-Jamestown (2),43.7431145,-79.592865,
2017-02-16T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Thursday  ,17,Assault,Mount Olive-Silverstone-Jamestown (2),43.7431145,-79.592865,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,11,Assault,Casa Loma (96),43.6836357,-79.4159241,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,20,Break and Enter,Willowdale West (37),43.7656555,-79.4334717,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,8,Assault,Downsview-Roding-CFB (26),43.7187614,-79.518425,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,0,Break and Enter,Agincourt South-Malvern West (128),43.7867126,-79.2421722,
2017-02-16T05:00:00.000Z,Robbery - Mugging,Thursday  ,17,Robbery,Kennedy Park (124),43.7252655,-79.2649841,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,23,Assault,South Riverdale (70),43.6692543,-79.3356094,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,13,Assault,Bay Street Corridor (76),43.6598625,-79.3904953,
2017-02-16T05:00:00.000Z,Robbery - Business,Thursday  ,20,Robbery,Church-Yonge Corridor (75),43.6613731,-79.38311,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,17,Assault,Englemount-Lawrence (32),43.7226105,-79.441864,
2017-02-16T05:00:00.000Z,Assault Bodily Harm,Thursday  ,17,Assault,Englemount-Lawrence (32),43.7226105,-79.441864,
2017-02-16T05:00:00.000Z,Robbery - Home Invasion,Thursday  ,21,Robbery,Roncesvalles (86),43.6410294,-79.4345169,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,17,Break and Enter,Ionview (125),43.7314377,-79.2712097,
2017-02-16T05:00:00.000Z,Unlawfully In Dwelling-House,Thursday  ,17,Break and Enter,Ionview (125),43.7314377,-79.2712097,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,16,Assault,Bay Street Corridor (76),43.6547928,-79.3883133,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,13,Break and Enter,North St.James Town (74),43.6692467,-79.3728333,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,12,Assault,Willowdale East (51),43.7643013,-79.4116364,
2017-02-16T05:00:00.000Z,Assault Bodily Harm,Thursday  ,18,Assault,Dufferin Grove (83),43.6571236,-79.4343109,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,22,Break and Enter,Church-Yonge Corridor (75),43.6582146,-79.3778534,
2017-02-16T05:00:00.000Z,Assault - Resist/ Prevent Seiz,Thursday  ,16,Assault,Downsview-Roding-CFB (26),43.7198334,-79.5138016,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,17,Assault,Dorset Park (126),43.7407112,-79.2820892,
2017-02-16T05:00:00.000Z,Theft Over,Thursday  ,10,Theft Over,Waterfront Communities-The Island (77),43.6423912,-79.3840103,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,9,Assault,Dovercourt-Wallace Emerson-Junction (93),43.666729,-79.4464645,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,1,Break and Enter,University (79),43.6607933,-79.4041519,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,15,Assault,Oakridge (121),43.6923332,-79.2833786,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,0,Break and Enter,Milliken (130),43.8190308,-79.3022156,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,18,Assault,St.Andrew-Windfields (40),43.7610512,-79.3834457,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,7,Break and Enter,Broadview North (57),43.68293,-79.3572159,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,16,Break and Enter,Milliken (130),43.827507,-79.2768936,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,20,Break and Enter,Bedford Park-Nortown (39),43.7230949,-79.4234085,
2017-02-16T05:00:00.000Z,B&E,Thursday  ,20,Break and Enter,Bedford Park-Nortown (39),43.7183838,-79.4187164,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,8,Assault,Guildwood (140),43.7451553,-79.208992,
2017-02-16T05:00:00.000Z,Assault With Weapon,Thursday  ,8,Assault,Downsview-Roding-CFB (26),43.7223663,-79.5089798,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,8,Assault,Bay Street Corridor (76),43.6511726,-79.3813324,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,11,Assault,Waterfront Communities-The Island (77),43.6459389,-79.3895035,
2017-02-16T05:00:00.000Z,Assault,Thursday  ,12,Assault,Flemingdon Park (44),43.7144051,-79.3363495,
